feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28
6.0,7.0,3.0,7.0,5.0,8.0,5.0,6.0,6.0,7.0,3.0,4.0,7.0,8.0,4.0,9.0,5.0,7.0,3.0,7.0,6.0,7.0,3.0,7.0,3.0,7.0,6.0,5.0
6.0,8.0,2.0,6.0,6.0,1.0,5.0,6.0,7.0,6.0,3.0,1.0,7.0,7.0,1.0,5.0,4.0,7.0,3.0,9.0,6.0,8.0,2.0,5.0,6.0,6.0,5.0,6.0
6.0,3.0,1.0,5.0,6.0,5.0,1.0,3.0,6.0,2.0,2.0,4.0,6.0,1.0,1.0,3.0,5.0,3.0,1.0,7.0,5.0,1.0,1.0,4.0,8.0,2.0,0.0,4.0
5.0,9.0,5.0,4.0,6.0,9.0,5.0,3.0,5.0,8.0,6.0,4.0,7.0,5.0,4.0,3.0,8.0,8.0,2.0,5.0,5.0,8.0,4.0,4.0,6.0,8.0,5.0,6.0
2.0,6.0,2.0,4.0,4.0,7.0,2.0,4.0,4.0,6.0,2.0,3.0,5.0,6.0,1.0,4.0,2.0,5.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,2.0
4.0,6.0,6.0,3.0,3.0,3.0,6.0,4.0,7.0,5.0,5.0,4.0,3.0,7.0,5.0,7.0,3.0,5.0,3.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,5.0,2.0
2.0,7.0,4.0,1.0,4.0,6.0,5.0,3.0,3.0,7.0,5.0,1.0,1.0,7.0,4.0,1.0,1.0,6.0,4.0,6.0,2.0,5.0,5.0,2.0,2.0,6.0,3.0,2.0
4.0,4.0,4.0,4.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,7.0,6.0,2.0,3.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0
4.0,2.0,6.0,5.0,3.0,2.0,2.0,7.0,3.0,1.0,4.0,6.0,3.0,4.0,6.0,7.0,4.0,4.0,7.0,6.0,4.0,3.0,7.0,4.0,5.0,3.0,7.0,6.0
3.0,5.0,5.0,6.0,4.0,3.0,6.0,6.0,5.0,3.0,6.0,5.0,1.0,6.0,5.0,4.0,6.0,6.0,8.0,7.0,4.0,5.0,4.0,6.0,4.0,3.0,7.0,6.0
4.0,5.0,7.0,6.0,4.0,3.0,5.0,5.0,4.0,2.0,6.0,5.0,5.0,7.0,8.0,5.0,5.0,3.0,6.0,7.0,3.0,5.0,6.0,6.0,4.0,3.0,8.0,7.0
3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,6.0,3.0,1.0,5.0,8.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0
5.0,2.0,4.0,6.0,6.0,1.0,5.0,5.0,4.0,2.0,3.0,7.0,5.0,2.0,3.0,5.0,7.0,2.0,2.0,7.0,3.0,3.0,7.0,6.0,5.0,2.0,7.0,5.0
7.0,9.0,2.0,3.0,2.0,6.0,5.0,4.0,5.0,5.0,3.0,2.0,7.0,8.0,5.0,3.0,8.0,7.0,1.0,3.0,6.0,9.0,3.0,2.0,7.0,7.0,3.0,3.0
4.0,6.0,4.0,8.0,6.0,3.0,4.0,5.0,4.0,2.0,4.0,8.0,5.0,5.0,7.0,8.0,3.0,4.0,5.0,7.0,4.0,4.0,6.0,8.0,3.0,4.0,5.0,7.0
3.0,3.0,4.0,5.0,1.0,1.0,7.0,4.0,2.0,3.0,3.0,6.0,2.0,3.0,3.0,7.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,6.0,3.0,3.0,4.0,2.0
2.0,6.0,7.0,6.0,2.0,8.0,7.0,8.0,4.0,6.0,5.0,5.0,1.0,7.0,5.0,6.0,4.0,5.0,7.0,7.0,4.0,6.0,5.0,7.0,3.0,5.0,8.0,5.0
3.0,7.0,5.0,3.0,4.0,6.0,4.0,3.0,4.0,7.0,7.0,2.0,3.0,4.0,5.0,1.0,2.0,6.0,6.0,4.0,1.0,5.0,5.0,2.0,2.0,6.0,3.0,3.0
7.0,6.0,6.0,2.0,9.0,5.0,4.0,2.0,7.0,6.0,4.0,0.0,6.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,1.0,7.0,5.0,5.0,3.0
4.0,8.0,6.0,3.0,4.0,9.0,3.0,2.0,6.0,8.0,4.0,3.0,6.0,7.0,5.0,3.0,4.0,8.0,6.0,5.0,7.0,8.0,7.0,4.0,3.0,7.0,6.0,3.0
0.0,1.0,3.0,5.0,2.0,2.0,5.0,5.0,0.0,3.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,4.0
6.0,9.0,0.0,1.0,7.0,7.0,2.0,2.0,7.0,8.0,0.0,3.0,5.0,7.0,0.0,3.0,6.0,7.0,0.0,1.0,5.0,8.0,0.0,0.0,3.0,7.0,1.0,1.0
5.0,9.0,6.0,4.0,5.0,8.0,6.0,2.0,6.0,8.0,6.0,2.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,3.0,9.0,8.0,5.0,5.0,4.0,8.0,4.0,4.0
4.0,6.0,2.0,5.0,3.0,7.0,2.0,3.0,1.0,3.0,4.0,3.0,6.0,3.0,4.0,5.0,5.0,6.0,2.0,1.0,4.0,5.0,3.0,6.0,6.0,5.0,2.0,5.0
7.0,6.0,3.0,5.0,6.0,5.0,2.0,6.0,6.0,4.0,3.0,3.0,8.0,4.0,3.0,6.0,7.0,3.0,2.0,6.0,7.0,6.0,3.0,5.0,9.0,7.0,1.0,5.0
6.0,2.0,5.0,3.0,6.0,4.0,5.0,4.0,8.0,2.0,5.0,3.0,5.0,2.0,7.0,2.0,5.0,5.0,4.0,7.0,6.0,4.0,7.0,0.0,4.0,2.0,6.0,4.0
6.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,6.0,5.0,6.0,4.0,8.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0
6.0,8.0,4.0,3.0,6.0,5.0,4.0,3.0,6.0,6.0,4.0,2.0,5.0,7.0,3.0,4.0,5.0,3.0,6.0,6.0,6.0,8.0,4.0,2.0,6.0,7.0,5.0,2.0
6.0,6.0,4.0,3.0,3.0,4.0,5.0,3.0,7.0,2.0,2.0,3.0,6.0,4.0,2.0,4.0,7.0,5.0,4.0,6.0,4.0,6.0,3.0,3.0,5.0,2.0,2.0,4.0
3.0,3.0,5.0,4.0,4.0,6.0,7.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,5.0,3.0,4.0,2.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0
7.0,6.0,6.0,6.0,8.0,3.0,5.0,2.0,7.0,6.0,7.0,6.0,8.0,3.0,6.0,6.0,7.0,5.0,3.0,4.0,6.0,5.0,5.0,8.0,2.0,6.0,5.0,5.0
5.0,4.0,3.0,6.0,6.0,4.0,4.0,2.0,6.0,4.0,3.0,8.0,6.0,3.0,4.0,7.0,4.0,2.0,3.0,7.0,5.0,6.0,3.0,4.0,5.0,3.0,6.0,5.0
5.0,5.0,4.0,3.0,6.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,6.0,2.0,5.0,6.0,3.0,1.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0
2.0,5.0,5.0,1.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,5.0,1.0
4.0,4.0,4.0,4.0,4.0,3.0,6.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,5.0,6.0,3.0,4.0,3.0,3.0,2.0,4.0
6.0,3.0,3.0,4.0,6.0,3.0,1.0,4.0,7.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,6.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0
8.0,5.0,1.0,6.0,7.0,2.0,1.0,7.0,9.0,6.0,0.0,4.0,8.0,6.0,2.0,6.0,8.0,4.0,3.0,4.0,7.0,7.0,1.0,7.0,6.0,3.0,1.0,6.0
7.0,3.0,1.0,3.0,6.0,2.0,6.0,3.0,8.0,2.0,1.0,3.0,7.0,2.0,3.0,4.0,5.0,2.0,0.0,6.0,6.0,2.0,3.0,2.0,7.0,7.0,2.0,4.0
2.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,5.0
4.0,8.0,3.0,5.0,4.0,6.0,2.0,4.0,5.0,6.0,2.0,3.0,2.0,7.0,2.0,6.0,4.0,6.0,5.0,3.0,3.0,9.0,4.0,7.0,5.0,7.0,2.0,4.0
2.0,6.0,0.0,2.0,5.0,2.0,3.0,3.0,3.0,6.0,0.0,2.0,2.0,4.0,0.0,3.0,4.0,3.0,0.0,4.0,2.0,7.0,0.0,3.0,5.0,7.0,1.0,1.0
3.0,5.0,2.0,4.0,1.0,6.0,5.0,4.0,2.0,3.0,6.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0
5.0,9.0,5.0,8.0,4.0,7.0,5.0,6.0,7.0,7.0,4.0,8.0,1.0,9.0,8.0,7.0,6.0,9.0,2.0,7.0,2.0,7.0,4.0,7.0,6.0,8.0,5.0,8.0
7.0,2.0,8.0,7.0,4.0,4.0,7.0,7.0,5.0,1.0,7.0,9.0,7.0,1.0,8.0,6.0,5.0,3.0,7.0,7.0,6.0,2.0,7.0,6.0,7.0,4.0,8.0,5.0
4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,7.0,2.0,6.0,1.0,7.0,5.0,5.0,0.0,4.0,4.0,3.0,1.0
5.0,5.0,2.0,6.0,5.0,3.0,3.0,6.0,5.0,5.0,1.0,6.0,6.0,5.0,5.0,7.0,5.0,1.0,2.0,5.0,7.0,3.0,2.0,3.0,6.0,6.0,5.0,5.0
4.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,7.0,5.0,4.0,6.0,4.0,4.0,3.0,4.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0
4.0,6.0,7.0,4.0,3.0,2.0,5.0,6.0,4.0,7.0,6.0,6.0,1.0,7.0,5.0,4.0,1.0,3.0,6.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0
6.0,5.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,6.0,4.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,3.0,8.0,5.0,4.0,5.0,7.0,4.0
2.0,5.0,4.0,7.0,4.0,4.0,7.0,5.0,0.0,5.0,4.0,8.0,2.0,4.0,5.0,6.0,2.0,5.0,5.0,8.0,1.0,6.0,5.0,6.0,3.0,5.0,7.0,6.0
3.0,7.0,2.0,2.0,5.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,4.0,7.0,2.0,4.0,3.0,6.0,4.0,6.0,2.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0
7.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,0.0,7.0,6.0,7.0,1.0,6.0,6.0,3.0,0.0,4.0,2.0,6.0,0.0,4.0,6.0,6.0,2.0,4.0,3.0
7.0,5.0,2.0,6.0,6.0,5.0,2.0,4.0,7.0,3.0,5.0,5.0,8.0,3.0,2.0,6.0,7.0,3.0,0.0,8.0,9.0,4.0,4.0,4.0,8.0,5.0,7.0,4.0
6.0,4.0,2.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,3.0,1.0,8.0,3.0,3.0,3.0,7.0,2.0,3.0,4.0,5.0,3.0,3.0,1.0,7.0,7.0,2.0,2.0
7.0,1.0,2.0,4.0,5.0,2.0,8.0,7.0,6.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,7.0,1.0,0.0,5.0,7.0,1.0,3.0,1.0,7.0,3.0,4.0,3.0
2.0,5.0,3.0,4.0,3.0,6.0,5.0,4.0,2.0,4.0,4.0,6.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,6.0,2.0,4.0,2.0,6.0,3.0,2.0,4.0,4.0
3.0,7.0,4.0,5.0,3.0,7.0,2.0,6.0,1.0,6.0,2.0,3.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,3.0,6.0
7.0,3.0,3.0,1.0,6.0,2.0,5.0,1.0,6.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,3.0,0.0,7.0,5.0,3.0,1.0,6.0,4.0,3.0,3.0
5.0,6.0,9.0,3.0,8.0,6.0,8.0,6.0,5.0,2.0,5.0,2.0,4.0,6.0,9.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,2.0,6.0,3.0,8.0,3.0
5.0,9.0,6.0,4.0,6.0,9.0,4.0,5.0,4.0,7.0,4.0,2.0,5.0,8.0,6.0,5.0,3.0,9.0,5.0,7.0,3.0,9.0,8.0,3.0,7.0,8.0,6.0,5.0
6.0,7.0,6.0,2.0,3.0,7.0,4.0,5.0,4.0,6.0,6.0,4.0,6.0,7.0,8.0,3.0,3.0,6.0,5.0,5.0,7.0,7.0,4.0,3.0,5.0,6.0,5.0,2.0
5.0,5.0,6.0,6.0,5.0,3.0,6.0,4.0,8.0,6.0,4.0,6.0,5.0,4.0,7.0,6.0,7.0,6.0,8.0,7.0,5.0,6.0,4.0,6.0,4.0,3.0,3.0,4.0
5.0,3.0,1.0,4.0,7.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,5.0,8.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,6.0,4.0,3.0,1.0
3.0,8.0,4.0,3.0,5.0,6.0,5.0,3.0,6.0,8.0,3.0,4.0,5.0,7.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,3.0,8.0,4.0,4.0
3.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,5.0,3.0,2.0,3.0,6.0,5.0,2.0,2.0,5.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,7.0,2.0
5.0,7.0,8.0,3.0,4.0,4.0,8.0,1.0,2.0,5.0,6.0,1.0,6.0,6.0,9.0,2.0,5.0,5.0,8.0,3.0,4.0,5.0,8.0,3.0,3.0,6.0,7.0,4.0
5.0,7.0,4.0,6.0,4.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,5.0,7.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,7.0,4.0,6.0,6.0,3.0
4.0,2.0,5.0,6.0,3.0,3.0,7.0,8.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0,1.0,2.0,3.0,7.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,8.0
4.0,5.0,2.0,8.0,2.0,7.0,4.0,5.0,5.0,4.0,2.0,7.0,6.0,4.0,2.0,8.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,7.0,4.0,3.0,3.0,7.0
6.0,4.0,8.0,4.0,8.0,2.0,8.0,4.0,4.0,1.0,7.0,5.0,4.0,3.0,6.0,5.0,5.0,0.0,8.0,5.0,7.0,2.0,7.0,2.0,6.0,5.0,6.0,5.0
5.0,5.0,2.0,0.0,3.0,6.0,4.0,2.0,6.0,6.0,2.0,1.0,4.0,4.0,5.0,0.0,5.0,4.0,3.0,7.0,6.0,4.0,2.0,0.0,6.0,4.0,3.0,0.0
5.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,6.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,7.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0
3.0,5.0,5.0,8.0,2.0,5.0,7.0,5.0,3.0,6.0,5.0,8.0,2.0,4.0,2.0,7.0,7.0,5.0,1.0,8.0,3.0,5.0,4.0,8.0,3.0,6.0,5.0,9.0
8.0,5.0,7.0,4.0,5.0,5.0,6.0,1.0,7.0,4.0,4.0,3.0,8.0,6.0,6.0,4.0,8.0,3.0,6.0,2.0,7.0,5.0,7.0,3.0,7.0,8.0,7.0,4.0
8.0,3.0,7.0,3.0,8.0,2.0,2.0,2.0,9.0,1.0,5.0,4.0,8.0,2.0,6.0,2.0,7.0,2.0,5.0,1.0,8.0,2.0,6.0,2.0,8.0,3.0,4.0,6.0
5.0,9.0,5.0,5.0,5.0,2.0,4.0,6.0,5.0,8.0,3.0,2.0,7.0,8.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,8.0,5.0,4.0,5.0,5.0,5.0,7.0
6.0,2.0,6.0,6.0,8.0,1.0,5.0,8.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,6.0,4.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,4.0,4.0,7.0,5.0
6.0,7.0,3.0,2.0,5.0,6.0,5.0,3.0,7.0,7.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,7.0,3.0,3.0,6.0,7.0,3.0,0.0,6.0,8.0,6.0,1.0
4.0,9.0,3.0,6.0,4.0,7.0,4.0,6.0,2.0,8.0,1.0,5.0,7.0,8.0,1.0,4.0,3.0,8.0,0.0,8.0,3.0,8.0,1.0,5.0,4.0,8.0,3.0,5.0
3.0,5.0,3.0,3.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0
8.0,2.0,6.0,7.0,8.0,6.0,2.0,7.0,6.0,5.0,5.0,6.0,6.0,1.0,6.0,9.0,5.0,4.0,6.0,6.0,9.0,3.0,7.0,8.0,8.0,3.0,6.0,6.0
8.0,4.0,7.0,3.0,4.0,1.0,5.0,2.0,7.0,3.0,5.0,4.0,7.0,3.0,7.0,3.0,8.0,2.0,7.0,3.0,8.0,5.0,5.0,4.0,6.0,4.0,5.0,3.0
5.0,5.0,4.0,7.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,7.0,6.0,5.0,2.0,7.0,4.0,5.0,7.0,6.0,6.0,5.0,3.0,7.0,4.0,3.0,4.0,6.0
1.0,1.0,5.0,7.0,5.0,2.0,6.0,5.0,1.0,0.0,5.0,5.0,2.0,1.0,4.0,8.0,1.0,3.0,4.0,7.0,2.0,4.0,6.0,8.0,1.0,1.0,7.0,7.0
6.0,5.0,4.0,6.0,5.0,7.0,4.0,8.0,5.0,2.0,2.0,7.0,6.0,3.0,4.0,6.0,7.0,6.0,4.0,4.0,5.0,6.0,3.0,4.0,6.0,4.0,5.0,6.0
4.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,7.0,4.0,5.0,5.0,6.0,4.0,6.0,2.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0
5.0,7.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,3.0,6.0,4.0,4.0,3.0,6.0,3.0,5.0,5.0,4.0,3.0,6.0,4.0,3.0
4.0,3.0,3.0,8.0,6.0,1.0,3.0,7.0,3.0,2.0,5.0,7.0,4.0,2.0,4.0,8.0,4.0,3.0,5.0,8.0,2.0,5.0,3.0,6.0,6.0,3.0,3.0,5.0
1.0,7.0,4.0,7.0,0.0,6.0,6.0,5.0,1.0,4.0,3.0,7.0,1.0,6.0,4.0,7.0,2.0,4.0,4.0,5.0,1.0,6.0,5.0,6.0,2.0,6.0,2.0,8.0
4.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,4.0,5.0,3.0,6.0,7.0,2.0,3.0,4.0,7.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0
5.0,3.0,6.0,5.0,4.0,5.0,4.0,7.0,4.0,3.0,5.0,5.0,6.0,2.0,6.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,6.0,3.0,7.0,6.0
4.0,3.0,4.0,6.0,4.0,3.0,0.0,6.0,4.0,2.0,4.0,8.0,6.0,3.0,5.0,9.0,2.0,2.0,6.0,4.0,6.0,2.0,3.0,7.0,5.0,4.0,6.0,6.0
4.0,8.0,2.0,7.0,2.0,7.0,6.0,4.0,4.0,8.0,1.0,5.0,3.0,7.0,2.0,7.0,4.0,9.0,5.0,5.0,4.0,7.0,2.0,5.0,4.0,6.0,3.0,6.0
4.0,5.0,2.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,1.0,8.0,4.0,4.0,4.0,8.0,5.0,3.0,2.0,8.0,3.0,2.0,6.0,8.0
6.0,5.0,3.0,6.0,6.0,6.0,4.0,2.0,4.0,2.0,3.0,6.0,4.0,5.0,1.0,8.0,7.0,3.0,6.0,4.0,6.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0
3.0,6.0,8.0,9.0,5.0,4.0,8.0,5.0,6.0,7.0,6.0,6.0,5.0,8.0,8.0,9.0,3.0,8.0,4.0,7.0,5.0,7.0,7.0,8.0,4.0,3.0,9.0,7.0
4.0,8.0,4.0,6.0,4.0,6.0,7.0,3.0,5.0,7.0,2.0,8.0,6.0,7.0,2.0,5.0,4.0,4.0,7.0,6.0,7.0,8.0,5.0,7.0,5.0,7.0,5.0,7.0
3.0,4.0,5.0,6.0,4.0,5.0,7.0,8.0,1.0,4.0,6.0,4.0,3.0,3.0,6.0,7.0,2.0,1.0,4.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,6.0,2.0
5.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,2.0,3.0,7.0,2.0,6.0,1.0,6.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0
4.0,3.0,4.0,4.0,4.0,3.0,8.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0
2.0,8.0,2.0,7.0,5.0,7.0,2.0,6.0,5.0,6.0,4.0,7.0,5.0,7.0,3.0,5.0,3.0,7.0,3.0,8.0,3.0,8.0,3.0,5.0,2.0,6.0,4.0,5.0
8.0,2.0,6.0,3.0,7.0,5.0,9.0,4.0,9.0,3.0,6.0,3.0,9.0,2.0,4.0,3.0,9.0,1.0,7.0,5.0,9.0,0.0,4.0,2.0,6.0,4.0,6.0,4.0
1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,8.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,8.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,5.0,3.0,5.0
3.0,5.0,5.0,4.0,5.0,2.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,6.0,6.0,7.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0
6.0,7.0,6.0,5.0,3.0,5.0,4.0,3.0,7.0,2.0,7.0,7.0,8.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0
5.0,3.0,6.0,0.0,6.0,1.0,3.0,1.0,7.0,3.0,4.0,1.0,6.0,3.0,7.0,1.0,5.0,4.0,5.0,1.0,8.0,3.0,4.0,0.0,4.0,3.0,2.0,2.0
4.0,7.0,4.0,5.0,5.0,5.0,7.0,2.0,5.0,5.0,3.0,3.0,7.0,4.0,4.0,6.0,5.0,3.0,5.0,5.0,5.0,8.0,6.0,5.0,6.0,4.0,5.0,5.0
5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,7.0,5.0,4.0,3.0,2.0,5.0,7.0,2.0,3.0,4.0,4.0,2.0,6.0,6.0,3.0,2.0,3.0,4.0,5.0,4.0
7.0,7.0,6.0,4.0,7.0,5.0,7.0,4.0,7.0,8.0,6.0,3.0,7.0,8.0,6.0,4.0,7.0,7.0,4.0,5.0,8.0,7.0,5.0,4.0,7.0,5.0,8.0,3.0
6.0,6.0,3.0,1.0,3.0,4.0,3.0,1.0,6.0,4.0,6.0,1.0,5.0,6.0,5.0,2.0,4.0,6.0,3.0,6.0,5.0,5.0,4.0,3.0,7.0,4.0,3.0,0.0
4.0,6.0,2.0,4.0,2.0,4.0,3.0,3.0,6.0,4.0,2.0,2.0,6.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,6.0,7.0,4.0,4.0,6.0,5.0,3.0,5.0
2.0,7.0,8.0,4.0,6.0,8.0,8.0,4.0,4.0,5.0,7.0,4.0,4.0,6.0,8.0,5.0,7.0,3.0,8.0,3.0,2.0,5.0,7.0,3.0,5.0,3.0,8.0,0.0
6.0,1.0,1.0,6.0,7.0,0.0,1.0,5.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,7.0,7.0,1.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,4.0,0.0,4.0
8.0,4.0,4.0,5.0,7.0,4.0,5.0,3.0,9.0,3.0,3.0,5.0,6.0,1.0,4.0,6.0,8.0,3.0,3.0,8.0,7.0,4.0,4.0,3.0,7.0,4.0,4.0,6.0
4.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,7.0,4.0,5.0,4.0,3.0,3.0,4.0,7.0,4.0,4.0,2.0,1.0
5.0,4.0,3.0,6.0,7.0,4.0,3.0,6.0,5.0,5.0,2.0,7.0,6.0,3.0,5.0,7.0,4.0,1.0,4.0,8.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,8.0
5.0,5.0,4.0,5.0,6.0,6.0,7.0,6.0,7.0,4.0,3.0,6.0,6.0,7.0,4.0,7.0,2.0,4.0,1.0,5.0,3.0,5.0,3.0,5.0,6.0,1.0,8.0,5.0
3.0,8.0,1.0,7.0,4.0,8.0,2.0,8.0,4.0,5.0,1.0,6.0,4.0,6.0,3.0,8.0,5.0,7.0,4.0,2.0,4.0,7.0,0.0,7.0,4.0,8.0,1.0,3.0
4.0,2.0,2.0,5.0,8.0,4.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0
1.0,5.0,9.0,4.0,2.0,6.0,8.0,2.0,3.0,4.0,9.0,2.0,2.0,7.0,9.0,4.0,3.0,5.0,6.0,6.0,2.0,3.0,7.0,2.0,1.0,5.0,7.0,5.0
6.0,3.0,7.0,6.0,8.0,7.0,2.0,3.0,6.0,4.0,7.0,8.0,7.0,4.0,6.0,7.0,5.0,3.0,8.0,8.0,3.0,3.0,7.0,3.0,7.0,5.0,8.0,4.0
6.0,7.0,6.0,3.0,5.0,6.0,4.0,2.0,6.0,7.0,3.0,2.0,5.0,4.0,5.0,5.0,6.0,8.0,4.0,5.0,6.0,4.0,8.0,3.0,4.0,7.0,7.0,4.0
4.0,8.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,7.0,4.0,5.0,4.0,9.0,4.0,3.0,6.0,6.0,3.0,3.0,5.0,7.0,3.0,4.0
